"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"26/04/2024","503","503","503","503","20,00K","-3,08%"
"29/04/2024","512","512","512","512","20,00K","1,79%"
"30/04/2024","521","520","521","520","20,20K","1,76%"
"02/05/2024","516","516","516","516","20,00K","-0,96%"
"03/05/2024","517","517","517","517","20,00K","0,19%"
"06/05/2024","520","520","520","520","20,00K","0,58%"
"07/05/2024","519","519","519","519","20,00K","-0,19%"
"08/05/2024","520","520","520","520","20,00K","0,19%"
"14/05/2024","518","518","518","518","20,00K","-0,38%"
"15/05/2024","517","517","517","517","20,00K","-0,19%"
"16/05/2024","522","522","522","522","20,00K","0,97%"
"17/05/2024","525","525","525","525","20,00K","0,57%"
"20/05/2024","530","528","530","528","20,30K","0,95%"
"21/05/2024","524","524","524","524","20,00K","-1,13%"
"22/05/2024","525","524","525","524","20,20K","0,19%"
"27/05/2024","518","518","518","518","20,00K","-1,33%"
"28/05/2024","517","517","517","517","20,00K","-0,19%"
"29/05/2024","517","517","517","517","20,00K","0,00%"
"30/05/2024","521","521","521","521","20,00K","0,77%"
"31/05/2024","517","517","517","517","20,00K","-0,77%"
"03/06/2024","522","522","522","522","20,00K","0,97%"
"04/06/2024","530","530","530","530","20,00K","1,53%"
"05/06/2024","522","522","522","522","20,00K","-1,51%"
"06/06/2024","521","522","522","521","20,20K","-0,19%"
"07/06/2024","522","522","522","522","20,00K","0,19%"
"10/06/2024","514","514","514","514","20,00K","-1,53%"
"11/06/2024","513","513","513","513","40,00K","-0,19%"
"12/06/2024","507","509","509","507","20,20K","-1,17%"
"13/06/2024","512","512","512","512","20,00K","0,99%"
"14/06/2024","504","504","504","504","20,00K","-1,56%"
"19/06/2024","499","499","499","499","20,00K","-0,99%"
"20/06/2024","504","504","504","504","20,00K","1,00%"
"21/06/2024","511","511","511","511","20,00K","1,39%"
"24/06/2024","508","509","509","508","20,20K","-0,59%"
"25/06/2024","506","506","506","506","20,00K","-0,39%"
"26/06/2024","508","508","508","508","20,00K","0,40%"
"27/06/2024","508","508","508","508","20,00K","0,00%"
"28/06/2024","515","515","515","515","20,00K","1,38%"
"01/07/2024","517","517","517","517","20,00K","0,39%"
"02/07/2024","522","522","522","522","20,00K","0,97%"
"03/07/2024","527","527","527","527","20,00K","0,96%"
"04/07/2024","530","530","530","530","20,00K","0,57%"
"05/07/2024","532","532","532","532","20,00K","0,38%"
"08/07/2024","534","534","534","534","20,00K","0,38%"
"09/07/2024","533","533","533","533","20,00K","-0,19%"
"10/07/2024","532","533","533","532","20,10K","-0,19%"
"11/07/2024","530","530","530","530","20,00K","-0,38%"
"12/07/2024","532","532","532","532","20,00K","0,38%"
"15/07/2024","529","529","529","529","20,00K","-0,56%"
"16/07/2024","531","531","531","531","20,00K","0,38%"
"17/07/2024","534","534","534","534","20,00K","0,56%"
"18/07/2024","539","539","539","539","20,00K","0,94%"
"19/07/2024","541","541","541","541","20,00K","0,37%"
"22/07/2024","546","546","546","546","20,00K","0,92%"
"23/07/2024","544","544","544","544","20,00K","-0,37%"
"24/07/2024","539","539","539","539","20,00K","-0,92%"
"25/07/2024","535","535","535","535","20,00K","-0,74%"
"26/07/2024","541","541","541","541","20,00K","1,12%"
"29/07/2024","542","542","542","542","20,00K","0,18%"
"30/07/2024","541","541","541","541","20,00K","-0,18%"
"31/07/2024","548","548","548","548","20,00K","1,29%"
"01/08/2024","549","549","549","549","20,00K","0,18%"
"02/08/2024","550","550","550","550","20,00K","0,18%"
"05/08/2024","528","528","528","528","20,00K","-4,00%"
"06/08/2024","532","532","532","532","20,00K","0,76%"
"07/08/2024","537","536","537","536","20,10K","0,94%"
"08/08/2024","538","538","538","538","20,00K","0,19%"
"09/08/2024","540","540","540","540","20,00K","0,37%"
"12/08/2024","545","545","545","545","20,00K","0,93%"
"13/08/2024","550","551","551","550","20,10K","0,92%"
"14/08/2024","556","556","556","556","20,00K","1,09%"
"15/08/2024","553","551","553","551","21,50K","-0,54%"
"16/08/2024","558","558","558","558","20,00K","0,90%"
"19/08/2024","559","559","559","559","20,00K","0,18%"
"20/08/2024","566","566","566","566","20,00K","1,25%"
"21/08/2024","566","571","571","565","37,10K","0,00%"
"22/08/2024","564","564","564","564","20,00K","-0,35%"
"23/08/2024","575","577","577","575","20,10K","1,95%"
"26/08/2024","580","580","580","580","20,00K","0,87%"
"27/08/2024","576","576","576","576","20,00K","-0,69%"
"28/08/2024","581","581","581","581","40,00K","0,87%"
"29/08/2024","577","579","579","577","10,00K","-0,69%"
"30/08/2024","573","577","577","573","20,10K","-0,69%"
"03/09/2024","577","577","577","577","20,00K","0,70%"
"04/09/2024","573","573","573","573","20,00K","-0,69%"
"05/09/2024","576","576","576","576","20,00K","0,52%"
"06/09/2024","572","572","572","572","1,00K","-0,69%"
"09/09/2024","570","568","570","567","25,00K","-0,35%"
"10/09/2024","571","570","571","570","21,50K","0,18%"
"11/09/2024","568","569","569","568","21,00K","-0,53%"
"12/09/2024","580","580","580","580","20,00K","2,11%"
"13/09/2024","575","575","575","575","20,10K","-0,86%"
"17/09/2024","578","578","578","578","20,00K","0,52%"
"18/09/2024","580","580","580","580","12,00K","0,35%"
"19/09/2024","582","582","582","582","20,00K","0,34%"
"20/09/2024","584","584","584","584","12,00K","0,34%"
"23/09/2024","587","587","587","587","20,00K","0,51%"
"25/09/2024","582","582","582","582","20,00K","-0,85%"
"26/09/2024","587","587","587","587","10,00K","0,86%"
"30/09/2024","584","585","585","583","49,90K","-0,51%"
"01/10/2024","590","590","590","590","40,00K","1,03%"
"02/10/2024","586","589","589","585","41,00K","-0,68%"
"03/10/2024","590","590","590","590","20,00K","0,68%"
"04/10/2024","587","587","587","587","20,00K","-0,51%"
"08/10/2024","588","588","588","588","40,00K","0,17%"
"09/10/2024","585","585","585","585","20,00K","-0,51%"
"10/10/2024","584","584","584","584","20,00K","-0,17%"
"14/10/2024","588","588","588","588","20,00K","0,68%"
"15/10/2024","589","589","589","589","21,00K","0,17%"
"16/10/2024","590","589","590","589","40,20K","0,17%"
"17/10/2024","593","593","593","593","0,90K","0,51%"
"21/10/2024","591","591","591","591","20,00K","-0,34%"
"22/10/2024","595","593","595","593","20,10K","0,68%"
"23/10/2024","595","595","595","595","20,20K","0,00%"
"24/10/2024","592","592","592","592","20,00K","-0,50%"
"25/10/2024","589","589","589","589","20,10K","-0,51%"
"28/10/2024","585","585","585","585","20,00K","-0,68%"
"29/10/2024","581","581","581","581","20,00K","-0,68%"
"30/10/2024","579","579","579","579","0,10K","-0,34%"
"01/11/2024","581","582","582","581","21,10K","0,35%"
"04/11/2024","577","576","577","576","20,10K","-0,69%"
"05/11/2024","584","584","584","584","20,00K","1,21%"
"06/11/2024","577","577","577","577","60,00K","-1,20%"
"07/11/2024","577","579","579","577","40,10K","0,00%"
"08/11/2024","572","575","575","572","41,00K","-0,87%"
"11/11/2024","563","565","565","563","40,10K","-1,57%"
"12/11/2024","569","570","570","569","40,40K","1,07%"
"13/11/2024","570","573","573","570","40,10K","0,18%"
"14/11/2024","563","563","563","563","40,00K","-1,23%"
"15/11/2024","564","562","564","562","40,20K","0,18%"
"18/11/2024","555","555","555","555","40,00K","-1,60%"
"19/11/2024","560","555","560","555","40,80K","0,90%"
"20/11/2024","561","561","561","561","40,00K","0,18%"
"21/11/2024","557","557","557","557","40,00K","-0,71%"
"22/11/2024","559","559","559","559","41,00K","0,36%"
"25/11/2024","569","565","569","565","40,10K","1,79%"
"26/11/2024","566","569","569","566","40,10K","-0,53%"
"28/11/2024","547","549","549","547","40,20K","-3,36%"
"29/11/2024","528","530","530","528","40,20K","-3,47%"
"02/12/2024","552","557","557","552","40,20K","4,55%"
"03/12/2024","558","558","558","558","40,10K","1,09%"
"04/12/2024","567","562","567","562","40,70K","1,61%"
"05/12/2024","566","566","566","566","40,00K","-0,18%"
"06/12/2024","565","564","565","564","40,10K","-0,18%"
"09/12/2024","578","574","578","574","40,10K","2,30%"
"10/12/2024","579","581","581","579","40,10K","0,17%"
"11/12/2024","579","579","579","579","40,00K","0,00%"
"12/12/2024","571","571","571","571","40,00K","-1,38%"
"13/12/2024","569","574","574","569","40,10K","-0,35%"
"16/12/2024","566","568","568","566","40,10K","-0,53%"
"17/12/2024","553","558","558","553","40,10K","-2,30%"
"18/12/2024","553","554","554","553","40,10K","0,00%"
"19/12/2024","542","544","544","542","40,20K","-1,99%"
"20/12/2024","540","543","543","540","40,10K","-0,37%"
"23/12/2024","545","544","545","544","40,10K","0,93%"
"24/12/2024","542","542","542","542","40,00K","-0,55%"
"27/12/2024","545","545","545","545","40,00K","0,55%"
"30/12/2024","546","546","546","546","40,00K","0,18%"
"02/01/2025","549","548","549","548","40,10K","0,55%"
"03/01/2025","546","549","549","546","40,10K","-0,55%"
"06/01/2025","544","544","544","544","40,00K","-0,37%"
"07/01/2025","545","545","545","545","40,10K","0,18%"
"08/01/2025","540","540","540","540","40,00K","-0,92%"
"09/01/2025","539","540","540","539","40,10K","-0,19%"
"10/01/2025","542","542","542","542","40,00K","0,56%"
"13/01/2025","538","538","538","538","40,00K","-0,74%"
"14/01/2025","536","541","541","536","40,10K","-0,37%"
"15/01/2025","542","540","542","540","40,10K","1,12%"
"16/01/2025","546","546","546","546","40,00K","0,74%"
"17/01/2025","544","546","546","544","40,10K","-0,37%"
"20/01/2025","543","543","543","543","64,00K","-0,18%"
"21/01/2025","541","544","544","541","41,20K","-0,37%"
"22/01/2025","542","542","542","542","40,10K","0,18%"
"23/01/2025","543","546","546","543","40,10K","0,18%"
"24/01/2025","539","542","542","539","40,10K","-0,74%"
"30/01/2025","530","530","530","530","40,00K","-1,67%"
"31/01/2025","535","535","535","533","40,20K","0,94%"
"03/02/2025","529","526","529","526","40,20K","-1,12%"
"04/02/2025","530","530","530","530","40,00K","0,19%"
"05/02/2025","526","527","527","526","40,10K","-0,75%"
"06/02/2025","512","512","512","512","40,00K","-2,66%"
"07/02/2025","515","515","515","515","40,10K","0,59%"
"10/02/2025","512","513","513","512","40,10K","-0,58%"
"11/02/2025","508","512","512","508","40,10K","-0,78%"
"12/02/2025","513","512","513","512","40,10K","0,98%"
"13/02/2025","514","514","514","514","40,00K","0,19%"
"14/02/2025","518","518","518","518","40,10K","0,78%"
"17/02/2025","527","527","527","527","40,00K","1,74%"
"18/02/2025","527","527","527","527","40,00K","0,00%"
"19/02/2025","524","524","524","524","40,00K","-0,57%"
"20/02/2025","521","523","523","521","40,10K","-0,57%"
"21/02/2025","520","520","520","520","57,30K","-0,19%"
"24/02/2025","517","517","517","517","40,00K","-0,58%"
"25/02/2025","504","505","505","504","40,10K","-2,51%"
"26/02/2025","496","496","496","496","40,00K","-1,59%"
"27/02/2025","492","492","492","492","40,00K","-0,81%"
"28/02/2025","473","478","478","473","40,20K","-3,86%"
"03/03/2025","484","477","484","477","40,10K","2,33%"
"04/03/2025","472","472","472","472","41,00K","-2,48%"
"05/03/2025","485","478","485","478","42,10K","2,75%"
"06/03/2025","496","497","497","496","40,20K","2,27%"
"07/03/2025","495","498","498","495","40,10K","-0,20%"
"10/03/2025","489","492","492","489","40,10K","-1,21%"
"11/03/2025","481","481","481","481","40,00K","-1,64%"
"12/03/2025","484","484","484","484","40,10K","0,62%"
"13/03/2025","480","483","483","480","40,10K","-0,83%"
"14/03/2025","475","475","475","475","40,10K","-1,04%"
"17/03/2025","478","477","478","477","40,10K","0,63%"
"18/03/2025","466","478","478","456","41,60K","-2,51%"
"19/03/2025","471","471","471","471","40,10K","1,07%"
"20/03/2025","472","476","476","472","40,30K","0,21%"
"21/03/2025","468","465","468","465","40,20K","-0,85%"
"24/03/2025","460","461","461","452","42,10K","-1,71%"
"25/03/2025","467","463","467","463","41,40K","1,52%"
"26/03/2025","483","479","484","479","40,20K","3,43%"
"27/03/2025","483","482","483","482","41,10K","0,00%"
"08/04/2025","443","443","443","443","40,00K","-8,28%"
"09/04/2025","443","443","443","443","40,00K","0,00%"
"10/04/2025","466","468","468","466","40,10K","5,19%"
"11/04/2025","466","465","466","465","40,10K","0,00%"
"14/04/2025","485","486","486","485","40,10K","4,08%"
"15/04/2025","487","493","493","487","40,10K","0,41%"
"16/04/2025","482","482","482","482","40,10K","-1,03%"
"17/04/2025","486","483","486","483","40,10K","0,83%"
"21/04/2025","487","489","489","487","40,10K","0,21%"
"22/04/2025","495","493","495","493","40,10K","1,64%"
"23/04/2025","498","500","500","498","40,10K","0,61%"
"24/04/2025","498","499","499","498","40,10K","0,00%"
"25/04/2025","506","502","506","502","40,10K","1,61%"
"28/04/2025","506","507","507","506","40,10K","0,00%"
"29/04/2025","504","508","508","504","40,10K","-0,40%"
"30/04/2025","506","508","508","506","40,10K","0,40%"
"02/05/2025","504","506","506","504","40,10K","-0,40%"
"05/05/2025","508","506","508","506","40,10K","0,79%"
"06/05/2025","506","508","508","506","40,10K","-0,39%"
"07/05/2025","511","511","511","511","40,00K","0,99%"
"08/05/2025","505","505","505","505","40,00K","-1,17%"
"09/05/2025","506","509","509","506","40,10K","0,20%"
"14/05/2025","516","514","516","514","40,10K","1,98%"
"15/05/2025","519","520","520","519","40,10K","0,58%"
"16/05/2025","528","522","528","522","40,10K","1,73%"
"19/05/2025","539","537","539","537","40,10K","2,08%"
"20/05/2025","526","536","536","526","40,70K","-2,41%"
"21/05/2025","527","526","527","526","40,10K","0,19%"
"22/05/2025","534","537","537","534","40,10K","1,33%"
"23/05/2025","534","536","537","534","40,30K","0,00%"
"26/05/2025","533","532","533","532","40,10K","-0,19%"
"27/05/2025","538","538","538","538","40,10K","0,94%"
"28/05/2025","536","539","539","536","40,10K","-0,37%"
"02/06/2025","529","531","531","529","40,10K","-1,31%"
"03/06/2025","528","529","529","528","40,10K","-0,19%"
"04/06/2025","534","534","534","534","40,00K","1,14%"
"05/06/2025","531","533","533","531","40,10K","-0,56%"
"10/06/2025","535","535","535","535","40,00K","0,75%"
"11/06/2025","541","538","541","536","41,20K","1,12%"
"12/06/2025","539","539","539","539","40,00K","-0,37%"
"13/06/2025","536","540","540","536","40,10K","-0,56%"
"16/06/2025","540","540","541","540","40,30K","0,75%"
"17/06/2025","542","543","543","542","40,10K","0,37%"
"18/06/2025","538","542","542","538","40,20K","-0,74%"
"19/06/2025","528","528","528","528","40,20K","-1,86%"
"20/06/2025","526","527","527","526","40,10K","-0,38%"
"23/06/2025","514","518","518","514","40,10K","-2,28%"
"24/06/2025","518","519","519","518","40,10K","0,78%"
"25/06/2025","511","513","513","511","40,10K","-1,35%"
"26/06/2025","513","513","513","513","40,00K","0,39%"
"30/06/2025","521","521","521","521","40,10K","1,56%"
"01/07/2025","516","518","518","516","40,10K","-0,96%"
"02/07/2025","517","517","517","517","40,10K","0,19%"
"03/07/2025","521","522","522","521","40,10K","0,77%"
"04/07/2025","519","519","519","519","40,00K","-0,38%"
"07/07/2025","519","519","519","519","40,10K","0,00%"
"08/07/2025","520","521","521","520","40,10K","0,19%"
"09/07/2025","523","522","523","522","40,10K","0,58%"
"10/07/2025","531","531","531","531","40,00K","1,53%"
"11/07/2025","535","535","535","535","40,00K","0,75%"
"14/07/2025","531","533","533","531","40,20K","-0,75%"
"15/07/2025","533","532","533","532","40,10K","0,38%"
"16/07/2025","541","541","541","541","40,10K","1,50%"
"17/07/2025","539","539","539","539","40,00K","-0,37%"
"18/07/2025","539","543","543","539","40,10K","0,00%"
"21/07/2025","541","541","541","541","40,10K","0,37%"
"22/07/2025","541","542","542","541","40,20K","0,00%"
"23/07/2025","551","548","551","548","40,10K","1,85%"
"24/07/2025","555","558","558","555","40,10K","0,73%"
"25/07/2025","550","552","552","550","40,10K","-0,90%"
"28/07/2025","558","557","558","557","41,10K","1,45%"
"29/07/2025","561","558","561","557","41,10K","0,54%"
"30/07/2025","563","562","564","562","40,50K","0,36%"
"31/07/2025","558","566","566","558","40,30K","-0,89%"
"01/08/2025","556","557","557","556","41,10K","-0,36%"
"04/08/2025","556","550","556","550","40,20K","0,00%"
"05/08/2025","556","556","556","556","42,00K","0,00%"
"06/08/2025","552","555","555","552","40,20K","-0,72%"
"07/08/2025","558","554","558","554","40,50K","1,09%"
"08/08/2025","557","555","557","555","40,20K","-0,18%"
"11/08/2025","565","560","565","559","40,60K","1,44%"
"12/08/2025","572","572","572","572","40,00K","1,24%"
"13/08/2025","576","573","576","573","41,00K","0,70%"
"14/08/2025","577","575","577","575","40,50K","0,17%"
"15/08/2025","569","572","572","569","40,10K","-1,39%"
"19/08/2025","577","575","579","575","41,10K","1,41%"
"20/08/2025","585","579","585","579","41,00K","1,39%"
"21/08/2025","588","588","588","588","40,00K","0,51%"
"22/08/2025","590","588","590","588","40,40K","0,34%"
"25/08/2025","598","598","598","598","41,00K","1,36%"
"26/08/2025","590","592","592","590","40,20K","-1,34%"
"27/08/2025","589","594","594","589","40,10K","-0,17%"
"28/08/2025","594","594","594","594","40,10K","0,85%"
"29/08/2025","583","586","586","583","40,10K","-1,85%"
"02/09/2025","589","589","589","589","40,10K","1,03%"
"03/09/2025","596","596","596","596","41,00K","1,19%"
"04/09/2025","591","591","591","591","40,00K","-0,84%"
"08/09/2025","584","596","596","584","40,50K","-1,18%"
"09/09/2025","581","583","583","581","40,10K","-0,51%"
"10/09/2025","579","581","581","579","40,50K","-0,34%"
"11/09/2025","589","588","589","588","40,50K","1,73%"
"12/09/2025","595","595","595","595","40,00K","1,02%"
"15/09/2025","596","597","597","596","40,50K","0,17%"
"16/09/2025","590","596","596","590","42,10K","-1,01%"
"17/09/2025","596","590","596","590","40,80K","1,02%"
"18/09/2025","589","595","595","589","40,10K","-1,17%"
"19/09/2025","590","589","590","589","40,10K","0,17%"
"22/09/2025","588","588","588","588","40,10K","-0,34%"
"23/09/2025","596","597","597","596","40,10K","1,36%"
"24/09/2025","596","595","596","595","42,10K","0,00%"
"25/09/2025","597","597","597","597","40,20K","0,17%"
"26/09/2025","599","599","599","599","40,00K","0,34%"
"29/09/2025","598","598","598","598","40,00K","-0,17%"
"30/09/2025","592","596","596","592","40,10K","-1,00%"
"01/10/2025","596","592","596","592","40,60K","0,68%"
"02/10/2025","593","597","597","593","40,20K","-0,50%"
"03/10/2025","595","595","595","595","40,00K","0,34%"
"06/10/2025","595","595","596","595","44,00K","0,00%"
"07/10/2025","591","594","594","591","40,90K","-0,67%"
"08/10/2025","595","593","595","593","40,20K","0,68%"
"09/10/2025","600","597","600","597","40,20K","0,84%"
"10/10/2025","598","600","600","598","40,10K","-0,33%"
"13/10/2025","593","593","593","593","40,00K","-0,84%"
"14/10/2025","589","589","589","589","40,00K","-0,67%"
"15/10/2025","584","584","584","584","40,00K","-0,85%"
"16/10/2025","591","591","591","591","40,00K","1,20%"
"17/10/2025","580","581","581","580","40,10K","-1,86%"
"20/10/2025","599","599","599","599","40,00K","3,28%"
"21/10/2025","604","601","604","601","40,10K","0,83%"
"22/10/2025","605","605","605","605","40,00K","0,17%"
"23/10/2025","614","616","616","614","40,10K","1,49%"
"24/10/2025","614","614","614","614","40,10K","0,00%"
"27/10/2025","610","612","612","608","40,20K","-0,65%"
"28/10/2025","611","611","611","611","40,00K","0,16%"
"29/10/2025","620","620","620","620","40,00K","1,47%"
"30/10/2025","621","618","621","618","40,10K","0,16%"
"31/10/2025","612","611","612","611","40,10K","-1,45%"
"03/11/2025","617","617","617","617","40,00K","0,82%"
"04/11/2025","610","617","617","610","40,10K","-1,13%"
"05/11/2025","607","607","607","607","40,00K","-0,49%"
"06/11/2025","613","613","613","613","40,00K","0,99%"
"07/11/2025","619","616","619","616","40,10K","0,98%"
"10/11/2025","618","618","618","618","40,00K","-0,16%"
"11/11/2025","617","617","617","617","40,00K","-0,16%"
"12/11/2025","619","619","619","619","40,00K","0,32%"
"13/11/2025","615","615","615","615","40,00K","-0,65%"
"14/11/2025","611","611","611","611","40,00K","-0,65%"
"17/11/2025","613","613","613","613","40,00K","0,33%"
"18/11/2025","606","606","606","606","40,00K","-1,14%"
"19/11/2025","606","606","606","606","40,10K","0,00%"
"20/11/2025","608","613","613","608","40,10K","0,33%"
"21/11/2025","606","606","606","606","40,00K","-0,33%"
"24/11/2025","612","612","612","612","40,00K","0,99%"
"25/11/2025","610","610","610","610","40,00K","-0,33%"
"26/11/2025","618","615","618","615","40,30K","1,31%"
"27/11/2025","614","614","614","614","40,00K","-0,65%"
"28/11/2025","619","619","619","619","40,00K","0,81%"
"01/12/2025","620","620","620","620","40,00K","0,16%"
"02/12/2025","625","625","625","625","40,40K","0,81%"
"03/12/2025","624","623","625","623","40,60K","-0,16%"
"04/12/2025","628","628","628","628","40,00K","0,64%"
"05/12/2025","631","631","631","631","40,50K","0,48%"
"08/12/2025","631","634","634","631","40,50K","0,00%"
"09/12/2025","622","623","623","622","40,10K","-1,43%"
"10/12/2025","625","625","625","625","40,00K","0,48%"
"11/12/2025","612","611","612","611","40,10K","-2,08%"
"12/12/2025","618","617","618","617","40,50K","0,98%"
"15/12/2025","621","621","621","621","40,00K","0,49%"
"16/12/2025","619","619","619","619","40,00K","-0,32%"
"17/12/2025","621","621","621","621","40,00K","0,32%"
"18/12/2025","618","618","619","618","40,20K","-0,48%"
"19/12/2025","619","619","619","619","45,20K","0,16%"
"22/12/2025","619","618","620","618","45,30K","0,00%"
"23/12/2025","616","616","616","616","40,00K","-0,48%"
"24/12/2025","617","619","619","617","40,30K","0,16%"
"29/12/2025","623","621","623","621","40,20K","0,97%"
"30/12/2025","622","622","622","622","40,00K","-0,16%"
"02/01/2026","627","623","627","623","40,10K","0,80%"
"05/01/2026","633","633","633","633","41,50K","0,96%"
"06/01/2026","642","634","642","634","41,70K","1,42%"
"07/01/2026","650","648","650","648","40,20K","1,25%"
